Nom;Adresse;TÈlÈphone;Site web;Zone;Trouble cognitif lÈger;Trouble cognitif sÈvËre;Bilanter;Orienter - Domicile;Orienter - Structures;Troubles du comportement|3;Pas díaidant, Èpuisement de líaidant|3;Maltraitance|3;Perte d'autonomie|2;Chute|2;DÈficit sensoriel gÈnants|1;Logement inadaptÈ|1;Faibles ressources Èconomiques|1;Isolement familial et gÈographique|1
Aides ‡ domicile SSIAD Puy Guillaume;33 rue Joseph Claussat 63290 Puy Guillaume;04 73 94 16 21https://www.siad-puy-guillaume.fr;www.siad-puy-guillaume.fr;Thiers;1;0;0;1;0;1;1;1;1;1;1;0;0;1
Aides ‡ domicile SSIAD Puy Guillaume;33 rue Joseph Claussat 63290 Puy Guillaume;04 73 94 16 21https://www.siad-puy-guillaume.fr;www.siad-puy-guillaume.fr;Thiers;0;1;0;1;0;0;1;1;1;1;1;0;0;1
Aides ‡ domicile SSIAD Thiers;Route de Fau 63300 Thiers;04 73 51 12 85 ;www.ch-thiers.fr/index.asp?id=78;Thiers;1;0;0;1;0;1;1;1;1;1;1;0;0;1
Aides ‡ domicile SSIAD Thiers;Route de Fau 63300 Thiers;04 73 51 12 85 ;www.ch-thiers.fr/index.asp?id=78;Thiers;0;1;0;1;0;0;1;1;1;1;1;0;0;1
Aides ‡ domicile Thiers ;;;www.pagesjaunes.fr/annuaire/thiers-63/aide-a-domicile;Thiers;1;0;0;1;0;1;1;1;1;1;1;0;0;1
Aides ‡ domicile Thiers ;;;www.pagesjaunes.fr/annuaire/thiers-63/aide-a-domicile;Thiers;0;1;0;1;0;0;1;1;1;1;1;0;0;1
Aides ‡domicile CCAS Thiers;14 rue pasteur 63300 Thiers;04 73 80 69 44;www.ville-thiers.fr/le-ccas.fr;Thiers;1;0;0;1;0;1;1;1;1;1;1;0;0;1
Aides ‡domicile CCAS Thiers;14 rue pasteur 63300 Thiers;04 73 80 69 44;www.ville-thiers.fr/le-ccas.fr;Thiers;0;1;0;1;0;0;1;1;1;1;1;0;0;1
Assistante sociale CCAS Thiers;14 rue pasteur 63300 Thiers;04 73 80 69 44;www.ville-thiers.fr/le-ccas.fr;Thiers;1;1;1;0;0;0;0;1;0;0;0;1;1;1
Assistante sociale CCAS Thiers;14 rue pasteur 63300 Thiers;04 73 80 69 44;www.ville-thiers.fr/le-ccas.fr;Thiers;1;1;0;1;0;0;0;0;0;0;0;1;1;0
Assistante sociale conseil dÈpartemental ;Conseil dÈpartemental du Puy-de-DÙme 24 rue Saint-Esprit 63033 Clermont-Ferrand Cedex 1;04 73 42 24 60;www.puy-de-dome.fr/social/seniors/vivre-a-domicile.html;Thiers;1;1;1;0;0;0;0;1;0;0;0;1;1;1
Assistante sociale conseil dÈpartemental ;Conseil dÈpartemental du Puy-de-DÙme 24 rue Saint-Esprit 63033 Clermont-Ferrand Cedex 1;04 73 42 24 60;www.puy-de-dome.fr/social/seniors/vivre-a-domicile.html;Thiers;1;1;0;1;0;0;0;0;0;0;0;1;1;0
AudioprothÈsistes Thiers;;;www.pagesjaunes.fr/annuaire/thiers-63/audioprothesistes;Thiers;1;0;0;1;0;0;0;0;0;0;1;0;0;0
CLIC Thiers;4 place des hirondelles 63300 Thiers;04 73 51 64 85;www.clic-thiers.com;Thiers;1;1;0;1;0;1;1;1;1;1;1;1;1;1
CLIC Thiers;4 place des hirondelles 63300 Thiers;04 73 51 64 85;www.clic-thiers.com;Thiers;1;1;1;0;0;0;0;0;0;0;0;0;1;0
Consultation mÈmoire CH Thiers;Point SantÈ, route de Fau 63300 Thiers;04 73 51 10 44;www.ch-thiers.fr;Thiers;1;1;1;0;0;1;1;1;1;1;1;1;1;1
Consultation mÈmoire CourpiËre;EHPAD Les Papillons d'Or, 32 avenue de Thiers 63120 CourpiËre;04 73 53 29 60;www.ehpadlespapillonsdor.com/;Thiers;1;1;1;0;0;1;1;1;1;1;1;1;1;1
CSG Centre hospitalier de Thiers;Route de Fau 63300 Thiers;04 73 51 10 00;www.ch-thiers.fr;Thiers;1;0;1;0;0;1;0;0;1;1;0;0;0;0
CSG Centre hospitalier de Thiers;Route de Fau 63300 Thiers;04 73 51 10 00;www.ch-thiers.fr;Thiers;1;0;0;0;1;0;0;1;1;1;0;0;0;0
CSG Centre hospitalier de Thiers;Route de Fau 63300 Thiers;04 73 51 10 00;www.ch-thiers.fr;Thiers;0;1;1;0;0;1;1;1;1;1;1;1;0;1
CSG Centre hospitalier de Thiers;Route de Fau 63300 Thiers;04 73 51 10 00;www.ch-thiers.fr;Thiers;0;1;1;0;0;1;1;1;1;1;1;1;0;1
CSG Centre hospitalier de Thiers;Route de Fau 63300 Thiers;04 73 51 10 00;www.ch-thiers.fr;Thiers;0;1;0;0;1;0;0;1;1;1;0;0;0;0
CSG Centre hospitalier de Thiers;Route de Fau 63300 Thiers;04 73 51 10 00;www.ch-thiers.fr;Thiers;0;1;0;0;1;0;0;1;1;1;0;0;0;0
EHPAD Chabreloche : Residence Chandalon;route d'Arconsat 63250 Chabreloche;04 73 94 49 30;;Thiers;1;0;0;0;0;0;0;0;0;0;0;0;0;0
EHPAD Chabreloche : Residence Chandalon;route d'Arconsat 63250 Chabreloche;04 73 94 49 30;;Thiers;0;1;0;0;1;1;1;1;1;1;1;1;1;1
EHPAD CourpiËre_Les papillons d'or (PASA, USA);Avenue de Thiers, 63120 Courpière;04 73 53 29 60;www.ehpadlespapillonsdor.com;Thiers;1;0;0;0;0;0;0;0;0;0;0;0;0;0
EHPAD CourpiËre_Les papillons d'or (PASA, USA);Avenue de Thiers, 63120 Courpière;04 73 53 29 60;www.ehpadlespapillonsdor.com;Thiers;0;1;0;0;1;1;1;1;1;1;1;1;1;1
EHPAD Culhat Groisne Constance (PASA);Rue Mairie, 63350 Culhat;04 73 70 23 55;;Thiers;1;0;0;0;0;0;0;0;0;0;0;0;0;0
EHPAD Culhat Groisne Constance (PASA);Rue Mairie, 63350 Culhat;04 73 70 23 55;;Thiers;0;1;0;0;1;1;1;1;1;1;1;1;1;1
EHPAD La Monnerie le Montel Le Chatilles (USA);1 Rue du Montel, 63650 La Monnerie-le-Montel;09 62 36 14 30;;Thiers;1;0;0;0;0;0;0;0;0;0;0;0;0;0
EHPAD La Monnerie le Montel Le Chatilles (USA);1 Rue du Montel, 63650 La Monnerie-le-Montel;09 62 36 14 30;;Thiers;0;1;0;0;1;1;1;1;1;1;1;1;1;1
EHPAD Lezoux Maison Saint Joseph (USA);52 Rue des AisÈs, 63190 Lezoux;04 73 68 27 27;www.ehpadsaintjoseph-lezoux.com;Thiers;1;0;0;0;0;0;0;0;0;0;0;0;0;0
EHPAD Lezoux Maison Saint Joseph (USA);52 Rue des AisÈs, 63190 Lezoux;04 73 68 27 27;www.ehpadsaintjoseph-lezoux.com;Thiers;0;1;0;0;1;1;1;1;1;1;1;1;1;1
EHPAD Lezoux Mon Repos (USA);5 Place Jean Rimbert, 63190 Lezoux;04 73 73 28 28;www.maisonderetraite-monrepos-lezoux.com;Thiers;1;0;0;0;0;0;0;0;0;0;0;0;0;0
EHPAD Lezoux Mon Repos (USA);5 Place Jean Rimbert, 63190 Lezoux;04 73 73 28 28;www.maisonderetraite-monrepos-lezoux.com;Thiers;0;1;0;0;1;1;1;1;1;1;1;1;1;1
EHPAD Maringues L'Ombrelle (USA);Rue Beaudet Lafarge, 63350 Maringues;04 73 68 60 79;www.maison-retraite-ombelle.com;Thiers;1;0;0;0;0;0;0;0;0;0;0;0;0;0
EHPAD Maringues L'Ombrelle (USA);Rue Beaudet Lafarge, 63350 Maringues;04 73 68 60 79;www.maison-retraite-ombelle.com;Thiers;0;1;0;0;1;1;1;1;1;1;1;1;1;1
EHPAD Puy Guillaume Le Colombier;3 Rue Pasteur, 63290 Puy-Guillaume;04 73 94 10 22;;Thiers;1;0;0;0;0;0;0;0;0;0;0;0;0;0
EHPAD Puy Guillaume Le Colombier;3 Rue Pasteur, 63290 Puy-Guillaume;04 73 94 10 22;;Thiers;0;1;0;0;1;1;1;1;1;1;1;1;1;1
EHPAD Saint Jean d'Heurs Michele Agenon ((USA);RD 2089, 63190 Saint-Jean-d'Heurs;04 73 73 13 31;;Thiers;1;0;0;0;0;0;0;0;0;0;0;0;0;0
EHPAD Saint Jean d'Heurs Michele Agenon ((USA);RD 2089, 63190 Saint-Jean-d'Heurs;04 73 73 13 31;;Thiers;0;1;0;0;1;1;1;1;1;1;1;1;1;1
EHPAD Thiers L'Aquarelle CH;Route de Fau 63300 Thiers;04 73 51 10 26;;Thiers;1;0;0;0;0;0;0;0;0;0;0;0;0;0
EHPAD Thiers L'Aquarelle CH;Route de Fau 63300 Thiers;04 73 51 10 26;;Thiers;0;1;0;0;1;1;1;1;1;1;1;1;1;1
EHPAD Thiers Le Belv_dère;Les Belins (rue du BelvÈdËre) 63300 Thiers;04 73 51 12 80;;Thiers;1;0;0;0;0;0;0;0;0;0;0;0;0;0
EHPAD Thiers Le Belv_dère;Les Belins (rue du BelvÈdËre) 63300 Thiers;04 73 51 12 80;;Thiers;0;1;0;0;1;1;1;1;1;1;1;1;1;1
ErgothÈrapeuthe Thiers;;;www.pagesjaunes.fr/annuaire/thier-63/ergotherapeuthe;Thiers;1;1;1;0;0;0;0;0;0;1;0;1;0;0
ErgothÈrapeuthe Thiers;;;www.pagesjaunes.fr/annuaire/thier-63/ergotherapeuthe;Thiers;1;1;0;1;0;0;0;0;1;1;1;1;0;0
hÈbergement autonomies La monnerie le montel: rÈsidence les FigoulÈs ;1 rue du montel, 63650 La Monnerie-le-Montel;09 62 36 14 30;;Thiers;1;0;0;0;1;1;1;0;1;0;1;1;0;1
hÈbergement autonomies Puy guillaume le colombier ;3 rue pasteur, 63290 Puy-Guillaume;04 73 94 10 22;;Thiers;1;0;0;0;1;1;1;0;1;0;1;1;0;1
hÈbergement temporaire Chabreloche : RÈsidence chandalon ;route d'Arconsat 63250 Chabreloche;04 73 94 49 30;;Thiers;0;1;0;0;1;0;1;0;0;0;0;1;0;0
hÈbergement temporaire Chabreloche : RÈsidence chandalon ;route d'Arconsat 63250 Chabreloche;04 73 94 49 30;;Thiers;1;0;0;0;1;0;1;0;1;0;1;1;0;0
hÈbergement temporaire CourpiËre : Les papillons d'or ;32 avenue de Thiers,63120 CourpiËre;04 73 53 29 60;www.ehpadlespapillonsdor.com;Thiers;0;1;0;0;1;0;1;0;0;0;0;1;0;0
hÈbergement temporaire CourpiËre : Les papillons d'or ;32 avenue de Thiers,63120 CourpiËre;04 73 53 29 60;www.ehpadlespapillonsdor.com;Thiers;1;0;0;0;1;0;1;0;1;0;1;1;0;0
hÈbergement temporaire La monnerie le montel : Les chatilles ;rue du bonnefond;04 73 51 62 00;;Thiers;0;1;0;0;1;0;1;0;0;0;0;1;0;0
hÈbergement temporaire La monnerie le montel : Les chatilles ;rue du bonnefond;04 73 51 62 00;;Thiers;1;0;0;0;1;0;1;0;1;0;1;1;0;0
hÈbergement temporaire Lezoux : Saint joseph ;52 Rue des AisÈs, 63190 Lezoux;04 73 68 27 27;www.ehpadsaintjoseph-lezoux.com;Thiers;0;1;0;0;1;0;1;0;0;0;0;1;0;0
hÈbergement temporaire Lezoux : Saint joseph ;52 Rue des AisÈs, 63190 Lezoux;04 73 68 27 27;www.ehpadsaintjoseph-lezoux.com;Thiers;1;0;0;0;1;0;1;0;1;0;1;1;0;0
hÈbergement temporaire Maringues : L'ombelle ;rue beaudet Lafarge, 63350 Maringues;04 73 68 60 79;;Thiers;0;1;0;0;1;0;1;0;0;0;0;1;0;0
hÈbergement temporaire Maringues : L'ombelle ;rue beaudet Lafarge, 63350 Maringues;04 73 68 60 79;;Thiers;1;0;0;0;1;0;1;0;1;0;1;1;0;0
hÈbergement temporaire Puy guillaume : Le colombier ;3 rue pasteur, 63290 Puy-Guillaume;04 73 94 10 22;;Thiers;0;1;0;0;1;0;1;0;0;0;0;1;0;0
hÈbergement temporaire Puy guillaume : Le colombier ;3 rue pasteur, 63290 Puy-Guillaume;04 73 94 10 22;;Thiers;1;0;0;0;1;0;1;0;1;0;1;1;0;0
IDE Thiers;;;www.pagesjaunes.fr/annuaire/thiers-63/infirmiers-cabinets-soins-a-domicile;Thiers;1;1;0;1;0;0;0;0;1;1;1;0;0;0
KinÈsithÈrapeute Thiers;;;www.pagesjaunes.fr/annuaire/thier-63/kinesitherapeuthe;Thiers;1;1;0;1;0;0;0;0;1;1;0;0;0;0
KinÈsithÈrapeute Thiers;;;www.pagesjaunes.fr/annuaire/thier-63/kinesitherapeuthe;Thiers;1;1;1;0;0;0;0;0;0;1;0;0;0;0
MAIA Thiers;4 place des hirondelles 63300 Thiers;04 73 51 64 85;www.clic-thiers.com;Thiers;1;0;0;1;0;0;1;1;1;0;0;1;1;1
MAIA Thiers;4 place des hirondelles 63300 Thiers;04 73 51 64 85;www.clic-thiers.com;Thiers;0;1;0;1;0;0;1;1;1;1;1;1;1;1
Ophtalmologues Thiers;;;;Thiers;1;0;1;0;0;0;0;0;0;0;1;0;0;0
Opticien mobile;;06 02 05 87 92;www.auvergneopticmobile.fr;Thiers;1;0;0;1;0;0;0;0;0;0;1;0;0;0
Opticien Thiers;;;https://www.pagesjaunes.fr/annuaire/thiers-63/opticiens;Thiers;1;0;0;1;0;0;0;0;0;0;1;0;0;0
ORL Thiers;;;https://www.pagesjaunes.fr/annuaire/clermont-ferrand-63/medecins-orl;Thiers;1;0;1;0;0;0;0;0;0;0;1;0;0;0
Podologues Thiers;;;https://www.pagesjaunes.fr/annuaire/thiers-63/podologues-pedicures-podologues;Thiers;1;1;0;1;0;0;0;0;0;1;0;0;0;0
SMTI/USLD Centre hospitalier Thiers : Aquarelle;Route de Fau 63300 Thiers;04 73 51 10 84;www.ch-thiers.fr;Thiers;0;1;0;0;1;1;0;1;1;1;1;0;0;0
SSR Centre hospitalier Thiers;Route de Fau 63300 Thiers;04 73 51 10 00;www.ch-thiers.fr;Thiers;1;0;1;0;0;0;0;0;1;0;0;0;0;0
SSR Centre hospitalier Thiers;Route de Fau 63300 Thiers;04 73 51 10 00;www.ch-thiers.fr;Thiers;1;0;0;0;1;0;0;0;1;1;0;0;0;0
SSR Centre hospitalier Thiers;Route de Fau 63300 Thiers;04 73 51 10 00;www.ch-thiers.fr;Thiers;0;1;0;0;1;1;0;1;1;1;0;0;0;0
